album_slug,album_zh,region,seq,new_filename,original_filename,taken_at,caption,poi,road,quarter,district,lat,lon,width,height,bytes,status
shenzhen-baoan,深圳｜宝安,中国内地,5,20250115-182110.heic,IMG_1513.HEIC,2025-01-15 18:21:10,建欣路,建欣路,建欣路,和平社区,福海街道,22.693,113.785767,4032,3024,1139967,kept
shenzhen-baoan,深圳｜宝安,中国内地,6,20250115-184108.heic,IMG_1530.HEIC,2025-01-15 18:41:08,展丰路,展丰路,展丰路,,福海街道,22.709228,113.771728,3898,2922,1455842,kept
shenzhen-baoan,深圳｜宝安,中国内地,7,20250116-111723.heic,IMG_1545.HEIC,2025-01-16 11:17:23,百川路,百川路,百川路,,福海街道,22.710313,113.772637,1852,1852,432783,kept
shenzhen-baoan,深圳｜宝安,中国内地,8,20250607-164612.heic,IMG_3115.HEIC,2025-06-07 16:46:12,领航高架桥,肯德基,领航高架桥,,航城街道,22.627838,113.8089,3626,2720,1752756,kept
shenzhen-baoan,深圳｜宝安,中国内地,9,20250607-174606.heic,IMG_3120.HEIC,2025-06-07 17:46:06,344,344,领航高架桥,,航城街道,22.635145,113.804175,3918,2938,1401209,kept
shenzhen-baoan,深圳｜宝安,中国内地,10,20250607-195819.heic,IMG_3128.HEIC,2025-06-07 19:58:19,339,339,领航高架桥,,航城街道,22.634183,113.80487,4032,3024,1582699,kept
shenzhen-baoan,深圳｜宝安,中国内地,11,20250607-222756.heic,IMG_3144.HEIC,2025-06-07 22:27:56,345,345,领航高架桥,,航城街道,22.635242,113.804275,4032,3024,1057353,kept
shenzhen-urban,深圳｜南山・罗湖・龙华・龙岗,中国内地,1,20250607-154925.heic,IMG_3109.HEIC,2025-06-07 15:49:25,A栋,A栋,南海大道,南光社区,南山街道,22.518538,113.92192,3271,2453,940273,kept
shenzhen-urban,深圳｜南山・罗湖・龙华・龙岗,中国内地,2,20250607-231826.heic,IMG_3161.heic,2025-06-07 23:18:26,深圳市民顺小学,深圳市民顺小学,民顺路,大岭社区,民治街道,22.635497,114.023269,4032,3024,1512593,kept
shenzhen-urban,深圳｜南山・罗湖・龙华・龙岗,中国内地,3,20260114-184333.jpg,IMG_7793.JPG,2026-01-14 18:43:33,罗沙公路,罗沙公路,罗沙公路,西岭社区,莲塘街道,22.560413,114.156486,4032,3024,4049960,kept
shenzhen-urban,深圳｜南山・罗湖・龙华・龙岗,中国内地,4,20260114-194253.jpg,IMG_7803.JPG,2026-01-14 19:42:53,西岭社区,瑞幸咖啡,罗沙公路,西岭社区,莲塘街道,22.5564,114.152442,4032,3024,2868804,kept
shenzhen-urban,深圳｜南山・罗湖・龙华・龙岗,中国内地,5,20260516-150716.jpg,IMG_9337.JPG,2026-05-16 15:07:16,1B栋,1B栋,万科天桥,紫薇社区,龙城街道,22.718503,114.242163,4032,3024,3182647,kept
shenzhen-urban,深圳｜南山・罗湖・龙华・龙岗,中国内地,6,20260518-192907.jpg,IMG_9381.JPG,2026-05-18 19:29:07,1B栋,1B栋,万科天桥,紫薇社区,龙城街道,22.718537,114.24212,4032,3024,3561639,kept
shenzhen-urban,深圳｜南山・罗湖・龙华・龙岗,中国内地,7,20260522-151906.jpg,IMG_9463.JPG,2026-05-22 15:19:06,南海大道,南海大道,南海大道,南光社区,南山街道,22.521592,113.923355,4032,3024,4395027,kept
hengqin,珠海横琴｜长隆海洋王国,中国内地,1,20250807-160754.heic,IMG_5690.HEIC,2025-08-07 16:07:54,烟花幻彩横琴海,烟花幻彩横琴海,海洋大街,,横琴粤澳深度合作区,22.100628,113.52942,2968,2226,639301,kept
hengqin,珠海横琴｜长隆海洋王国,中国内地,2,20250807-162649.heic,IMG_5705.HEIC,2025-08-07 16:26:49,长隆海洋王国,长隆海洋王国,长隆大道,,横琴粤澳深度合作区,22.100039,113.528122,4032,3024,1797485,kept
hengqin,珠海横琴｜长隆海洋王国,中国内地,3,20250807-164025.heic,IMG_5728.HEIC,2025-08-07 16:40:25,长隆海洋王国,长隆海洋王国,长隆大道,,横琴粤澳深度合作区,22.100175,113.527825,3749,2812,1107158,kept
hengqin,珠海横琴｜长隆海洋王国,中国内地,4,20250807-165217.heic,IMG_5735.HEIC,2025-08-07 16:52:17,鲸鲨馆,鲸鲨馆,富祥湾路,,横琴粤澳深度合作区,22.099936,113.527755,3024,4032,3407495,kept
hengqin,珠海横琴｜长隆海洋王国,中国内地,5,20250807-181658.heic,IMG_5797.HEIC,2025-08-07 18:16:58,长隆海洋王国,长隆海洋王国,长隆大道,,横琴粤澳深度合作区,22.097956,113.530525,3880,2910,1323256,kept
hengqin,珠海横琴｜长隆海洋王国,中国内地,6,20250807-192458.heic,IMG_5818.HEIC,2025-08-07 19:24:58,长隆海洋王国,长隆海洋王国,富祥湾路,,横琴粤澳深度合作区,22.101131,113.53073,3660,2745,1487939,kept
